mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:prallprall
80	78	928/3	952/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	861									
80	78	929/3	953/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	862									
80	78	310	318	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	863									
80	78	931/3	955/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	864									
80	78	932/3	956/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	865									
80	78	311	319	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	866									
80	78	934/3	958/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	867									
80	78	935/3	959/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	868									
80	78	308	316	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	869									
80	78	309	317	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	870									
80	78	310	318	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	871									
80	78	311	319	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	872									
81	79	312	320	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	873									
81	79	937/3	961/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	874									
81	79	938/3	962/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	875									
81	79	313	321	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	876									
81	79	940/3	964/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	877									
81	79	941/3	965/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	878									
81	79	314	322	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	879									
81	79	943/3	967/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	880									
81	79	944/3	968/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	881									
81	79	315	323	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	882									
81	79	946/3	970/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	883									
81	79	947/3	971/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	884									
81	79	312	320	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	885									
81	79	313	321	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	886									
81	79	314	322	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	887									
81	79	315	323	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	888									
82	80	316	324	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	889	ornamentTrill								
82	80	635/2	651/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	890									
82	80	318	326	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	891	ornamentTrill								
82	80	639/2	655/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	892									
82	80	316	324	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	893									
82	80	317	325	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	894									
82	80	318	326	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	895									
82	80	319	327	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	896									
83	81	320	328	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	897	ornamentTrill								
83	81	643/2	659/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	898									
83	81	322	330	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	899	ornamentTrill								
83	81	647/2	663/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	900									
83	81	320	328	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	901									
83	81	321	329	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	902									
83	81	322	330	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	903									
83	81	323	331	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	904									
84	82	324	332	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	905	ornamentTrill								
84	82	651/2	667/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	906									
84	82	326	334	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	907	ornamentTrill								
84	82	655/2	671/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	908									
84	82	324	332	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	909									
84	82	325	333	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	910									
84	82	326	334	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	911									
84	82	327	335	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	912									
85	83	328	336	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	913	ornamentTrill								
85	83	659/2	675/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	914									
85	83	330	338	1.5		1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	915	ornamentTrill								
85	83	663/2	679/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	916									
85	83	328	336	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	917									
85	83	329	337	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	918									
85	83	330	338	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	919									
85	83	331	339	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	920									
86	84	332	340	0.0		0	0	StaffText	2/2	1	1	0						Mantiene il trillo con carriera veloce							
86	84	332	340	0.0		0	0	Spanner	2/2	1	1	0													0
86	84	332	340	4.0		0	0	Chord	2/2	1	1	1		1	1	921									0
86	84	332	340	0.0		0	0	Spanner	2/2	2	1	0													1
86	84	332	340	4.0		0	0	Chord	2/2	2	1	1		1	1	922									1
87	85	336	344	0.0		0	0	Spanner	2/2	1	1	0													
87	85	336	344	0.125		0	0	Chord	2/2	1	1	1/32		1/32	1	923									
87	85	2689/8	2753/8	0.125		1/32	1/32	Chord	2/2	1	1	1/32		1/32	1	924									
87	85	1345/4	1377/4	0.125		1/16	1/16	Chord	2/2	1	1	1/32		1/32	1	925									
87	85	2691/8	2755/8	0.125		3/32	3/32	Chord	2/2	1	1	1/32		1/32	1	926									
87	85	673/2	689/2	0.125		1/8	1/8	Chord	2/2	1	1	1/32		1/32	1	927									
87	85	2693/8	2757/8	0.125		5/32	5/32	Chord	2/2	1	1	1/32		1/32	1	928									
87	85	1347/4	1379/4	0.125		3/16	3/16	Chord	2/2	1	1	1/32		1/32	1	929									
87	85	2695/8	2759/8	0.125		7/32	7/32	Chord	2/2	1	1	1/32		1/32	1	930									
87	85	337	345	0.125		1/4	1/4	Chord	2/2	1	1	1/32		1/32	1	931									
87	85	2697/8	2761/8	0.125		9/32	9/32	Chord	2/2	1	1	1/32		1/32	1	932									
87	85	1349/4	1381/4	0.125		5/16	5/16	Chord	2/2	1	1	1/32		1/32	1	933									
87	85	2699/8	2763/8	0.125		11/32	11/32	Chord	2/2	1	1	1/32		1/32	1	934									
87	85	675/2	691/2	0.125		3/8	3/8	Chord	2/2	1	1	1/32		1/32	1	935									
87	85	2701/8	2765/8	0.125		13/32	13/32	Chord	2/2	1	1	1/32		1/32	1	936									
87	85	1351/4	1383/4	0.125		7/16	7/16	Chord	2/2	1	1	1/32		1/32	1	937									
87	85	336	344	0.0		0	0	Spanner	2/2	2	1	0													
87	85	338	346	0.125		1/2	1/2	Chord	2/2	2	1	1/32		1/32	1	938									
87	85	2705/8	2769/8	0.125		17/32	17/32	Chord	2/2	2	1	1/32		1/32	1	939									
87	85	1353/4	1385/4	0.125		9/16	9/16	Chord	2/2	2	1	1/32		1/32	1	940									
87	85	2707/8	2771/8	0.125		19/32	19/32	Chord	2/2	2	1	1/32		1/32	1	941									
87	85	677/2	693/2	0.125		5/8	5/8	Chord	2/2	2	1	1/32		1/32	1	942									
87	85	2709/8	2773/8	0.125		21/32	21/32	Chord	2/2	2	1	1/32		1/32	1	943									
87	85	1355/4	1387/4	0.125		11/16	11/16	Chord	2/2	2	1	1/32		1/32	1	944									
87	85	2711/8	2775/8	0.125		23/32	23/32	Chord	2/2	2	1	1/32		1/32	1	945									
87	85	339	347	0.125		3/4	3/4	Chord	2/2	2	1	1/32		1/32	1	946									
87	85	2713/8	2777/8	0.125		25/32	25/32	Chord	2/2	2	1	1/32		1/32	1	947									
87	85	1357/4	1389/4	0.125		13/16	13/16	Chord	2/2	2	1	1/32		1/32	1	948									
87	85	2715/8	2779/8	0.125		27/32	27/32	Chord	2/2	2	1	1/32		1/32	1	949									
87	85	679/2	695/2	0.125		7/8	7/8	Chord	2/2	2	1	1/32		1/32	1	950									
87	85	2717/8	2781/8	0.125		29/32	29/32	Chord	2/2	2	1	1/32		1/32	1	951									
87	85	1359/4	1391/4	0.125		15/16	15/16	Chord	2/2	2	1	1/32		1/32	1	952									
87	85	2719/8	2783/8	0.125		31/32	31/32	Chord	2/2	2	1	1/32		1/32	1	953									
88	86	343	351	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	954									
88	86	340	348	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	955									
88	86	343	351	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	956									
88	86	687/2	703/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	957									
89	87	344	352	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	958									
89	87	689/2	705/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	959									
89	87	345	353	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	960									
89	87	691/2	707/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	961									
89	87	346	354	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	962									
89	87	347	355	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	963									
89	87	344	352	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	964									
89	87	689/2	705/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	965									
89	87	345	353	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	966									
89	87	691/2	707/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	967									
89	87	346	354	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	968									
89	87	347	355	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	969									
90	88	348	356	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	970									
90	88	1045/3	1069/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	971									
90	88	1046/3	1070/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	972									
90	88	349	357	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	973									
90	88	1048/3	1072/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	974									
90	88	1049/3	1073/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	975									
90	88	350	358	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	976									
90	88	351	359	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	977									
90	88	348	356	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	978									
90	88	351	359	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	979									
90	88	703/2	719/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	980									
91	89	352	360	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	981									
91	89	705/2	721/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	982									
91	89	353	361	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	983									
91	89	707/2	723/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	984									
91	89	354	362	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	985									
91	89	355	363	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	986									
91	89	352	360	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	987									
91	89	705/2	721/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	988									
91	89	353	361	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	989									
91	89	707/2	723/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	990									
91	89	354	362	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	991									
91	89	355	363	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	992									
92	90	356	364	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	993									
92	90	1069/3	1093/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	994									
92	90	1070/3	1094/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	995									
92	90	357	365	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	996									
92	90	1072/3	1096/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	997									
92	90	1073/3	1097/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	998									
92	90	358	366	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	999									
92	90	1075/3	1099/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1000									
92	90	1076/3	1100/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1001									
92	90	359	367	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1002									
92	90	1078/3	1102/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1003									
92	90	1079/3	1103/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1004									
92	90	356	364	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	1005									
92	90	359	367	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1006									
93	91	360	368	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1007									
93	91	1081/3	1105/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1008									
93	91	1082/3	1106/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1009									
93	91	361	369	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1010									
93	91	723/2	739/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1011									
93	91	362	370	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1012									
93	91	363	371	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1013	ornamentTrill								
93	91	360	368	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1014									
93	91	361	369	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1015									
93	91	362	370	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1016									
93	91	363	371	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1017									
94	92	364	372	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1018									
94	92	365	373	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1019									
94	92	366	374	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1020									
94	92	367	375	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1021									
94	92	364	372	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	1022									
94	92	367	375	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1023									
94	92	735/2	751/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1024									
95	93	368	376	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1025									
95	93	737/2	753/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1026									
95	93	369	377	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1027									
95	93	739/2	755/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1028									
95	93	370	378	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1029									
95	93	371	379	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1030									
95	93	368	376	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1031									
95	93	737/2	753/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1032									
95	93	369	377	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1033									
95	93	739/2	755/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1034									
95	93	370	378	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1035									
95	93	371	379	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1036									
96	94	372	380	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1037									
96	94	1117/3	1141/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1038									
96	94	1118/3	1142/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1039									
96	94	373	381	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1040									
96	94	1120/3	1144/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1041									
96	94	1121/3	1145/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1042									
96	94	374	382	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1043									
96	94	375	383	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1044									
96	94	372	380	2.0		0	0	Chord	2/2	2	1	1/2		1/2	1	1045									
96	94	375	383	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	1046									
96	94	751/2	767/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	1047									
97	95	376	384	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	1048									
97	95	753/2	769/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	1049									
97	95	377	385	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1050									
97	95	755/2	771/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	1051									
97	95	378	386	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1052									
97	95	379	387	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1053									
97	95	376	384	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	1054									
97	95	753/2	769/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	1055									
97	95	377	385	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	1056									
97	95	755/2	771/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	1057									
97	95	378	386	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1058									
97	95	379	387	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1059									
98	96	380	388	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1060									
98	96	1141/3	1165/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1061									
98	96	1142/3	1166/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1062									
98	96	381	389	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1063									
98	96	1144/3	1168/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1064									
98	96	1145/3	1169/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1065									
98	96	382	390	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1066									
98	96	1147/3	1171/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1067									
98	96	1148/3	1172/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1068									
98	96	383	391	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1069									
98	96	1150/3	1174/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1070									
98	96	1151/3	1175/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1071									
98	96	380	388	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	1072									
98	96	383	391	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1073									
99	97	384	392	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1074									
99	97	1153/3	1177/3	0.3333333333333333		1/12	1/12	Chord	2/2	1	1	1/12		1/8	2/3	1075									
99	97	1154/3	1178/3	0.3333333333333333		1/6	1/6	Chord	2/2	1	1	1/12		1/8	2/3	1076									
99	97	385	393	0.3333333333333333		1/4	1/4	Chord	2/2	1	1	1/12		1/8	2/3	1077									
99	97	1156/3	1180/3	0.3333333333333333		1/3	1/3	Chord	2/2	1	1	1/12		1/8	2/3	1078									
99	97	1157/3	1181/3	0.3333333333333333		5/12	5/12	Chord	2/2	1	1	1/12		1/8	2/3	1079									
99	97	386	394	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1080									
99	97	387	395	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	1081	ornamentTrill								
99	97	384	392	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1082									
99	97	385	393	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1083									
99	97	386	394	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1084									
99	97	387	395	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1085									
99	97	384	392	2.0		0	0	Chord	2/2	2	2	1/2		1/2	1	1086									
99	97	386	394	2.0		1/2	1/2	Chord	2/2	2	2	1/2		1/2	1	1087									
100	98	388	396	1.5		0	0	Chord	2/2	1	1	3/8		1/4	3/2	1088									
100	98	779/2	795/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	1089									
100	98	1559/4	1591/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	1090									
100	98	390	398	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1091									
100	98	391	399	0.25		3/4	3/4	Chord	2/2	1	1	1/16		1/16	1	1092									
100	98	1565/4	1597/4	0.25		13/16	13/16	Chord	2/2	1	1	1/16		1/16	1	1093									
100	98	783/2	799/2	0.25		7/8	7/8	Chord	2/2	1	1	1/16		1/16	1	1094									
100	98	1567/4	1599/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	1095									
100	98	388	396	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1096									
100	98	389	397	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1097									
100	98	390	398	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1098									
100	98	391	399	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1099									
101	99	392	400	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1100									
101	99	393	401	0.25		1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	1101									
101	99	1573/4	1605/4	0.25		5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	1102									
101	99	787/2	803/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	1103									
101	99	1575/4	1607/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	1104									
101	99	394	402	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1105									
101	99	395	403	0.25		3/4	3/4	Chord	2/2	1	1	1/16		1/16	1	1106									
101	99	1581/4	1613/4	0.25		13/16	13/16	Chord	2/2	1	1	1/16		1/16	1	1107									
101	99	791/2	807/2	0.25		7/8	7/8	Chord	2/2	1	1	1/16		1/16	1	1108									
101	99	1583/4	1615/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	1109									
101	99	392	400	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1110									
101	99	393	401	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1111									
101	99	394	402	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1112									
101	99	395	403	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1113									
102	100	396	404	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1114									
102	100	397	405	0.25		1/4	1/4	Chord	2/2	1	1	1/16		1/16	1	1115									
102	100	1589/4	1621/4	0.25		5/16	5/16	Chord	2/2	1	1	1/16		1/16	1	1116									
102	100	795/2	811/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16		1/16	1	1117									
102	100	1591/4	1623/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16		1/16	1	1118									
102	100	398	406	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	1119									
102	100	399	407	0.25		3/4	3/4	Chord	2/2	1	1	1/16		1/16	1	1120									
102	100	1597/4	1629/4	0.25		13/16	13/16	Chord	2/2	1	1	1/16		1/16	1	1121									
102	100	799/2	815/2	0.25		7/8	7/8	Chord	2/2	1	1	1/16		1/16	1	1122									
102	100	1599/4	1631/4	0.25		15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	1123									
102	100	396	404	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	1124									
102	100	397	405	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	1125									
102	100	398	406	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	1126									
102	100	399	407	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1127									
103	101	400	408	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	1128									
103	101	401	409	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	1129									
103	101	402	410	0.3333333333333333		1/2	1/2	Chord	2/2	1	1	1/12		1/8	2/3	1130									
103	101	1207/3	1231/3	0.3333333333333333		7/12	7/12	Chord	2/2	1	1	1/12		1/8	2/3	1131									
103	101	1208/3	1232/3	0.3333333333333333		2/3	2/3	Chord	2/2	1	1	1/12		1/8	2/3	1132									
103	101	403	411	0.3333333333333333		3/4	3/4	Chord	2/2	1	1	1/12		1/8	2/3	1133									
103	101	1210/3	1234/3	0.3333333333333333		5/6	5/6	Chord	2/2	1	1	1/12		1/8	2/3	1134									
103	101	1211/3	1235/3	0.3333333333333333		11/12	11/12	Chord	2/2	1	1	1/12		1/8	2/3	1135									
103	101	400	408	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	1136									
103	101	403	411	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	1137									
104	102	404	412	0.3333333333333333		0	0	Chord	2/2	1	1	1/12		1/8	2/3	1138									
