mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	staff_text
26	24	375/4	375/4	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	576	
26	24	369/4	369/4	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	577	
26	24	185/2	185/2	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	578	
26	24	371/4	371/4	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	579	
26	24	93	93	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	580	
26	24	373/4	373/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	581	
26	24	187/2	187/2	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	582	
26	24	375/4	375/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	583	
26	24	94	94	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	584	
26	24	377/4	377/4	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	585	
26	24	189/2	189/2	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	586	
26	24	379/4	379/4	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	587	
26	24	95	95	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	588	
26	24	381/4	381/4	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	589	
26	24	191/2	191/2	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	590	
26	24	383/4	383/4	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	591	
26	24	96	96	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	592	
27	25	385/4	385/4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	593	
27	25	193/2	193/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	594	
27	25	387/4	387/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	595	
27	25	97	97	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	596	
27	25	389/4	389/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	597	
27	25	195/2	195/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	598	
27	25	391/4	391/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	599	
27	25	98	98	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	600	
27	25	393/4	393/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	601	
27	25	197/2	197/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	602	
27	25	395/4	395/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	603	
27	25	99	99	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	604	
27	25	397/4	397/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	605	
27	25	199/2	199/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	606	
27	25	399/4	399/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	607	
27	25	100	100	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	608	
27	25	385/4	385/4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	609	
27	25	389/4	389/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	610	
27	25	195/2	195/2	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	611	
27	25	391/4	391/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	612	
27	25	98	98	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	613	
27	25	393/4	393/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	614	
27	25	397/4	397/4	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	615	
27	25	199/2	199/2	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	616	
27	25	399/4	399/4	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	617	
27	25	100	100	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	618	
28	26	401/4	401/4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	619	
28	26	201/2	201/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	620	
28	26	403/4	403/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	621	
28	26	101	101	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	622	
28	26	405/4	405/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	623	
28	26	203/2	203/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	624	
28	26	407/4	407/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	625	
28	26	102	102	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	626	
28	26	409/4	409/4	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	627	
28	26	413/4	413/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	628	
28	26	207/2	207/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	629	
28	26	415/4	415/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	630	
28	26	104	104	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	631	
28	26	401/4	401/4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	632	
28	26	405/4	405/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	633	
28	26	203/2	203/2	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	634	
28	26	407/4	407/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	635	
28	26	102	102	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	636	
28	26	409/4	409/4	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	637	
28	26	205/2	205/2	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	638	
28	26	411/4	411/4	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	639	
28	26	103	103	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	640	
28	26	413/4	413/4	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	641	
28	26	207/2	207/2	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	642	
28	26	415/4	415/4	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	643	
28	26	104	104	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	644	
29	27	417/4	417/4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	645	
29	27	419/4	419/4	0.75	1/8	1/8	Chord	4/4	1	1	3/16		1/8	3/2	646	
29	27	211/2	211/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	647	
29	27	423/4	423/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	648	
29	27	106	106	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	649	
29	27	425/4	425/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	650	
29	27	427/4	427/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	651	
29	27	107	107	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	652	
29	27	429/4	429/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	653	
29	27	431/4	431/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	654	
29	27	425/4	425/4	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	655	
29	27	213/2	213/2	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	656	
29	27	427/4	427/4	0.75	5/8	5/8	Chord	4/4	1	2	3/16		1/8	3/2	657	
29	27	215/2	215/2	0.5	13/16	13/16	Chord	4/4	1	2	1/8		1/8	1	658	
29	27	108	108	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	659	
29	27	417/4	417/4	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	660	
29	27	209/2	209/2	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	661	
29	27	419/4	419/4	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	662	
29	27	105	105	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	663	
29	27	421/4	421/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	664	
29	27	211/2	211/2	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	665	
29	27	423/4	423/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	666	
29	27	106	106	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	667	
29	27	425/4	425/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	668	
29	27	427/4	427/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	669	
29	27	429/4	429/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	670	
29	27	431/4	431/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	671	
30	28	433/4	433/4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	672	
30	28	437/4	437/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	673	
30	28	439/4	439/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	674	
30	28	441/4	441/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	675	
30	28	443/4	443/4	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	676	
30	28	445/4	445/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	677	
30	28	447/4	447/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	678	
30	28	433/4	433/4	0.25	0	0	Chord	4/4	1	2	1/16		1/16	1	679	
30	28	217/2	217/2	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	680	
30	28	435/4	435/4	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	681	
30	28	109	109	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	682	
30	28	437/4	437/4	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	683	
30	28	439/4	439/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	684	
30	28	441/4	441/4	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	685	
30	28	221/2	221/2	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	686	
30	28	443/4	443/4	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	687	
30	28	111	111	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	688	
30	28	445/4	445/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	689	
30	28	447/4	447/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	690	
30	28	433/4	433/4	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	691	
30	28	435/4	435/4	0.75	1/8	1/8	Chord	4/4	2	2	3/16		1/8	3/2	692	
30	28	219/2	219/2	0.25	5/16	5/16	Chord	4/4	2	2	1/16		1/16	1	693	
30	28	439/4	439/4	0.25	3/8	3/8	Chord	4/4	2	2	1/16		1/16	1	694	
30	28	110	110	0.25	7/16	7/16	Chord	4/4	2	2	1/16		1/16	1	695	
30	28	441/4	441/4	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	696	
30	28	443/4	443/4	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	697	
30	28	445/4	445/4	0.25	3/4	3/4	Chord	4/4	2	2	1/16		1/16	1	698	
30	28	223/2	223/2	0.25	13/16	13/16	Chord	4/4	2	2	1/16		1/16	1	699	
30	28	447/4	447/4	0.25	7/8	7/8	Chord	4/4	2	2	1/16		1/16	1	700	
30	28	112	112	0.25	15/16	15/16	Chord	4/4	2	2	1/16		1/16	1	701	
31	29	449/4	449/4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	702	
31	29	451/4	451/4	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	703	
31	29	453/4	453/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	704	
31	29	227/2	227/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	705	
31	29	455/4	455/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	706	
31	29	114	114	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	707	
31	29	457/4	457/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	708	
31	29	459/4	459/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	709	
31	29	115	115	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	710	
31	29	461/4	461/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	711	
31	29	463/4	463/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	712	
31	29	449/4	449/4	0.25	0	0	Chord	4/4	1	2	1/16		1/16	1	713	
31	29	225/2	225/2	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	714	
31	29	451/4	451/4	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	715	
31	29	113	113	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	716	
31	29	453/4	453/4	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	717	
31	29	455/4	455/4	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	718	
31	29	457/4	457/4	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	719	
31	29	229/2	229/2	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	720	
31	29	459/4	459/4	0.75	5/8	5/8	Chord	4/4	1	2	3/16		1/8	3/2	721	
31	29	231/2	231/2	0.5	13/16	13/16	Chord	4/4	1	2	1/8		1/8	1	722	
31	29	116	116	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	723	
31	29	449/4	449/4	0.25	0	0	Chord	4/4	1	3	1/16		1/16	1	724	
31	29	457/4	457/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	725	
31	29	459/4	459/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	726	
31	29	461/4	461/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	727	
31	29	463/4	463/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	728	
32	30	465/4	465/4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	729	
32	30	233/2	233/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	730	
32	30	467/4	467/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	731	
32	30	117	117	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	732	
32	30	469/4	469/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	733	
32	30	235/2	235/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	734	
32	30	471/4	471/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	735	
32	30	118	118	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	736	
32	30	473/4	473/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	737	
32	30	237/2	237/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	738	
32	30	475/4	475/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	739	
32	30	119	119	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	740	
32	30	477/4	477/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	741	
32	30	239/2	239/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	742	
32	30	479/4	479/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	743	
32	30	120	120	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	744	
32	30	465/4	465/4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	745	
32	30	469/4	469/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	746	
32	30	235/2	235/2	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	747	
32	30	471/4	471/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	748	
32	30	118	118	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	749	
32	30	473/4	473/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	750	
32	30	477/4	477/4	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	751	
32	30	239/2	239/2	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	752	
32	30	479/4	479/4	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	753	
32	30	120	120	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	754	
33	31	481/4	481/4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	755	
33	31	241/2	241/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	756	
33	31	483/4	483/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	757	
33	31	121	121	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	758	
33	31	485/4	485/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	759	
33	31	243/2	243/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	760	
33	31	487/4	487/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	761	
33	31	122	122	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	762	
33	31	489/4	489/4	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	763	
33	31	493/4	493/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	764	
33	31	247/2	247/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	765	
33	31	495/4	495/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	766	
33	31	124	124	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	767	
33	31	489/4	489/4	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	768	
33	31	245/2	245/2	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	769	
33	31	491/4	491/4	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	770	
33	31	123	123	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	771	
33	31	493/4	493/4	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	772	
33	31	247/2	247/2	0.25	13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	773	
33	31	495/4	495/4	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	774	
33	31	124	124	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	775	
33	31	481/4	481/4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	776	
33	31	485/4	485/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	777	
33	31	243/2	243/2	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	778	
33	31	487/4	487/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	779	
33	31	122	122	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	780	
34	32	497/4	497/4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	781	
34	32	499/4	499/4	0.75	1/8	1/8	Chord	4/4	1	1	3/16		1/8	3/2	782	
34	32	251/2	251/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	783	
34	32	503/4	503/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	784	
34	32	126	126	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	785	
34	32	505/4	505/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	786	
34	32	507/4	507/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	787	
34	32	127	127	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	788	
34	32	509/4	509/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	789	
34	32	511/4	511/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	790	
34	32	497/4	497/4	0.25	0	0	Chord	4/4	1	2	1/16		1/16	1	791	
34	32	249/2	249/2	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	792	
34	32	499/4	499/4	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	793	
34	32	125	125	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	794	
34	32	501/4	501/4	0.25	1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	795	
34	32	251/2	251/2	0.25	5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	796	
34	32	503/4	503/4	0.25	3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	797	
34	32	126	126	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	798	
34	32	505/4	505/4	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	799	
34	32	253/2	253/2	0.25	9/16	9/16	Chord	4/4	1	2	1/16		1/16	1	800	
34	32	507/4	507/4	0.75	5/8	5/8	Chord	4/4	1	2	3/16		1/8	3/2	801	
34	32	255/2	255/2	0.5	13/16	13/16	Chord	4/4	1	2	1/8		1/8	1	802	
34	32	128	128	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	803	
34	32	505/4	505/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	804	
34	32	507/4	507/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	805	
34	32	509/4	509/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	806	
34	32	511/4	511/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	807	
35	33	513/4	513/4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	808	
35	33	257/2	257/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	809	
35	33	515/4	515/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	810	
35	33	129	129	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	811	
35	33	517/4	517/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	812	
35	33	519/4	519/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	813	
35	33	521/4	521/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	814	
35	33	523/4	523/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	815	
35	33	131	131	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	816	
35	33	525/4	525/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	817	
35	33	527/4	527/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	818	
35	33	521/4	521/4	0.25	1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	819	
35	33	261/2	261/2	0.5	9/16	9/16	Chord	4/4	1	2	1/8		1/8	1	820	
35	33	131	131	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	821	
35	33	525/4	525/4	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	822	
35	33	263/2	263/2	0.25	13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	823	
35	33	527/4	527/4	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	824	
35	33	132	132	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	825	
35	33	513/4	513/4	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	826	
35	33	515/4	515/4	0.75	1/8	1/8	Chord	4/4	2	1	3/16		1/8	3/2	827	
35	33	259/2	259/2	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	828	
35	33	519/4	519/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	829	
35	33	130	130	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	830	
35	33	521/4	521/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	831	
35	33	523/4	523/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	832	
36	34	529/4	529/4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	833	
36	34	265/2	265/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	834	
36	34	531/4	531/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	835	
36	34	133	133	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	836	
36	34	533/4	533/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	837	
36	34	267/2	267/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	838	
36	34	535/4	535/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	839	
36	34	134	134	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	840	
36	34	537/4	537/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	841	
36	34	269/2	269/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	842	
36	34	539/4	539/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	843	
36	34	135	135	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	844	
36	34	541/4	541/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	845	
36	34	271/2	271/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	846	
36	34	543/4	543/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	847	
36	34	136	136	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	848	
36	34	529/4	529/4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	849	
36	34	533/4	533/4	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	850	
36	34	267/2	267/2	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	851	
36	34	535/4	535/4	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	852	
36	34	134	134	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	853	
36	34	537/4	537/4	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	854	
36	34	541/4	541/4	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	855	
36	34	271/2	271/2	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	856	
36	34	543/4	543/4	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	857	
36	34	136	136	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	858	
37	35	545/4	545/4	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	859	
37	35	273/2	273/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	860	
37	35	547/4	547/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	861	
37	35	137	137	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	862	
37	35	549/4	549/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	863	
37	35	275/2	275/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	864	
37	35	551/4	551/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	865	
